HourUTC,PriceArea,SpotPriceEUR,mFRRUpActBal,mFRRDownActBal,mFRRUpActSpec,mFRRDownActSpec,ImbalanceMWh,ImbalancePriceEUR,BalancingPowerPriceUpEUR,BalancingPowerPriceDownEUR,Brute_Consumption_MWh,hour_sin,hour_cos,month_sin,month_cos,is_weekend,temp_dry,wind_speed,wind_dir,SpotPriceEUR_lag_1,SpotPriceEUR_lag_24,SpotPriceEUR_lag_168,SpotPriceEUR_roll_mean_6h,Brute_Consumption_MWh_lag_1,Brute_Consumption_MWh_lag_24,Brute_Consumption_MWh_lag_168,Brute_Consumption_MWh_roll_mean_6h,wind_speed_lag_1,wind_speed_lag_24,wind_speed_lag_168,wind_speed_roll_mean_6h,temp_dry_lag_1,temp_dry_lag_24,temp_dry_lag_168,temp_dry_roll_mean_6h,PriceArea_Code
2022-11-01 23:00:00,DK1,54.919998,-0.266675290859359,1.1988632359209113,-0.06549079829383836,1.9806022988428533,-0.03696907071413783,-0.8002404312518616,-0.5665499647012698,-0.8557404301051513,-0.6090490240875228,-0.3665233737390336,1.3648859978423238,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.63329651471908,0.9486212459709534,-0.2532206542654025,-0.8906032936172621,-0.24286091229856963,-0.12747230097282242,-0.25735394833089364,-0.7677559575748181,-1.4192405874306082,-1.4076368580873764,0.03620190333469439,1.0781142925158134,0.5481229020430173,-0.9551165726817422,1.281070050485404,0.6560374072086582,0.3872790025578397,0.18942694679577027,0.7079831794868371,-1.0
2022-11-01 23:00:00,DK2,54.919998,-0.266675290859359,0.12587565978709794,-0.06549079829383836,-0.18005206385715466,0.4141122111425659,-0.8002404312518616,-0.5665499647012698,-0.8557404301051513,-0.6090490240875228,-0.3665233737390336,1.3648859978423238,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.3671716710514278,-0.1057374063121118,0.16327960581939308,-0.8906032936172621,-0.24286091229856963,-0.12747230097282242,-0.25680207345759737,-0.7677559575748181,-1.4192405874306082,-1.4076368580873764,0.03620190333469439,-0.09943203000968141,-0.8142321569627313,-0.705094077851301,-0.3517543193924608,0.41019367290214387,0.5190549993603439,0.19195982264696634,0.3728552285145276,1.0
2022-11-02 00:00:00,DK1,24.34,-0.266675290859359,0.9506194295640685,-0.06549079829383836,0.13018589354345395,0.23794365081544527,-0.9033679278425946,-0.8594466155930575,-0.9870243194482964,-0.8597306961746793,-0.0004576316508372344,1.4130688761897179,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.6282274700777917,0.9486212459709534,-0.21823330817911277,-0.5566668215590707,-0.2916206659349621,-0.1664641245720748,-0.40689427458112315,-0.6088257922046515,-1.5004771559588506,-1.4776481742828127,-0.24548548457214886,0.9486458486779322,0.6097679273373952,-0.8613581371203267,1.1892169257735448,0.6332271638193939,0.36953992606519454,0.12863792636705443,0.6909065959978026,-1.0
2022-11-02 00:00:00,DK2,24.34,-0.266675290859359,0.12587565978709794,-0.06549079829383836,-0.28529212303582513,0.006792563013799189,-0.9033679278425946,-0.8594466155930575,-0.9870243194482964,-0.8597306961746793,-0.0004576316508372344,1.4130688761897179,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.3570335817688503,-0.22905420774872748,0.041595015022744916,-0.5566668215590707,-0.2916206659349621,-0.1664641245720748,-0.40689427458112315,-0.6088257922046515,-1.5004771559588506,-1.4776481742828127,-0.24548548457214886,-0.10559719400196146,-0.5676520557852204,-0.892610948974132,-0.2599011946806023,0.3671076576113118,0.5165208455756805,0.06784890593833882,0.37797820356123835,1.0
2022-11-02 01:00:00,DK1,17.379999,-0.266675290859359,1.022425477385296,-0.06549079829383836,0.5258903938828592,-0.031358607009452456,-0.9032770666121182,-0.9261098306496278,-0.9869086508233244,-0.8629681071158553,0.3656081104373579,1.3648859978423244,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.5927441575887712,0.640329242379414,-0.25707962837252435,-0.9319618242404948,-0.5547021506322082,-0.16078810477210262,-0.5719086739665241,-0.859486439305401,-1.4936560842376996,-1.5331670908357737,-0.5074393981016164,0.9486458486779322,0.887170541162095,-0.8613581371203267,1.1600400508650723,0.6281582208440022,0.37714238741918554,0.1767625675397875,0.675110756270445,-1.0
2022-11-02 01:00:00,DK2,17.379999,-0.266675290859359,0.12587565978709794,-0.06549079829383836,-0.27123512430060653,0.26150760398558753,-0.9032770666121182,-0.9261098306496278,-0.9869086508233244,-0.8629681071158553,0.3656081104373579,1.3648859978423244,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.3190157469591857,-0.25988340810788163,0.05231099301849744,-0.9319618242404948,-0.5547021506322082,-0.16078810477210262,-0.5719086739665241,-0.859486439305401,-1.4936560842376996,-1.5331670908357737,-0.5074393981016164,-0.22890047384756293,0.28921379580663065,-0.5738322680653193,-0.21667619481619801,0.3569697716605275,0.5165208455756805,0.14130230562303692,0.3852357515440779,1.0
2022-11-02 02:00:00,DK1,15.28,-0.266675290859359,1.2275855319533202,-0.06549079829383836,-0.28529212303582513,-0.19967251815001355,-0.9222670637816892,-0.946223719276308,-1.0110833934424586,-1.0540876167552633,0.7067270771544846,1.2236209463335466,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.49643230940428734,1.0472746871202456,-0.28700027648761245,-1.0173788865293059,-0.77897231570543,-0.06404881141772267,-0.7137225694431648,-0.8627235787208588,-1.4141119876815986,-1.522855195675904,-0.6992717072632402,0.6403876490639284,1.1029281296924165,-0.8613581371203267,1.0357681762549102,0.5926756200162577,0.48611100015971803,0.13623655392064343,0.6524842831474741,-1.0
2022-11-02 02:00:00,DK2,15.28,-0.266675290859359,0.12587565978709794,-0.06549079829383836,-0.28529212303582513,1.0901730987780804,-0.9222670637816892,-0.946223719276308,-1.0110833934424586,-1.0540876167552633,0.7067270771544846,1.2236209463335466,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.37984428265464937,0.023745235196334983,0.06521867194302379,-1.0173788865293059,-0.77897231570543,-0.06404881141772267,-0.7137225694431648,-0.8627235787208588,-1.4141119876815986,-1.522855195675904,-0.6992717072632402,-0.25972629380896356,0.363187826159884,-0.16754571396585233,-0.1896605699009454,0.31895269934508724,0.5393282296376525,0.27807760158764694,0.38267426402072285,1.0
2022-11-02 03:00:00,DK1,20.200001,-0.266675290859359,1.1291087689499908,-0.06549079829383836,-0.28529212303582513,-0.12673648998910375,-0.9222670637816892,-0.8990997196186152,-1.0110833934424586,-1.0963009791898055,0.9996525746445171,0.9989007014721726,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.29113600143209856,0.9486212459709531,-0.012899030763174548,-1.0431512600375052,-0.757355936449061,0.07143564492186166,-0.8334184970469994,-1.053827058927166,-1.3534548381516402,-1.2656028296280337,-0.8486494883560034,1.0472884725544132,0.856348028514906,-0.8301053252665217,0.9947044263837268,0.4963657034838088,0.5469306909916429,0.04758589912876678,0.6157696286460488,-1.0
2022-11-02 03:00:00,DK2,20.200001,-0.266675290859359,0.11151442970683875,-0.06549079829383836,-0.28529212303582513,-0.08016962440882404,-0.9222670637816892,-0.8990997196186152,-1.0110833934424586,-1.0963009791898055,0.9996525746445171,0.9989007014721726,-0.6870510456020896,0.9972157680078866,-0.6372618262761774,0.36970619337207195,0.17172539692027405,0.05490633820724284,-1.0431512600375052,-0.757355936449061,0.07143564492186166,-0.8334184970469994,-1.053827058927166,-1.3534548381516402,-1.2656028296280337,-0.8486494883560034,0.02387124983592039,0.363187826159884,-0.7675997015589112,-0.1183393201246789,0.37978001504979203,0.5418623834223159,0.3489981254211481,0.3805396910845934,1.0
